Area,Oxygen,Temperature,Humidity,Fire Occurrence
4326,10,26,12,1
5434,15,56,83,1
8613,77,46,12,0
724,30,87,37,1
3764,66,33,48,0
8035,19,17,52,1
5287,39,25,92,1
9504,32,84,24,1
4184,81,53,45,0
323,76,63,54,0
813,69,56,12,0
6273,5,80,27,1
8433,25,39,95,1
1430,40,80,1,0
3197,96,35,63,0
557,73,26,9,0
2364,88,47,34,0
8291,66,25,61,0
3454,25,39,24,0
7882,17,77,39,1
9180,63,62,21,0
3632,79,66,25,0
2217,74,10,64,0
5184,9,61,60,1
6172,91,14,45,0
2069,62,12,94,1
2275,14,27,90,1
3753,22,14,67,0
1443,80,60,85,1
6523,24,82,98,1
2112,8,98,17,1
1886,61,3,28,0
9653,37,90,95,1
3980,65,23,82,1
5762,41,84,39,1
4890,42,68,14,0
210,6,52,1,1
8160,2,50,98,1
5458,49,80,98,1
3744,42,96,79,1
7021,56,97,92,1
575,4,85,34,1
2175,98,38,38,0
6708,32,73,57,0
3481,67,70,57,0
4876,58,29,75,1
2111,74,78,74,1
9446,79,58,1,0
429,48,11,8,0
5279,54,79,59,0
965,2,64,84,1
7370,19,10,58,1
9257,68,20,66,0
6141,17,47,66,1
3345,41,47,25,0
1217,30,45,88,1
1163,2,42,27,1
5599,78,79,91,1
89,30,51,76,1
4035,3,87,72,1
8433,54,46,45,0
1305,71,17,24,0
1494,33,34,11,0
5382,63,5,100,1
7913,97,68,49,0
5643,10,27,20,1
3338,33,85,27,1
8792,60,82,4,1
8887,9,23,61,1
2827,25,20,38,0
1338,48,79,7,0
5205,24,53,58,0
6149,82,79,30,0
1925,18,94,17,1
8866,2,37,98,1
6351,95,99,87,1
4447,12,70,72,1
8623,24,10,78,1
8295,5,75,56,1
5015,1,14,41,1
2190,95,88,45,1
4086,8,29,5,1
5479,22,51,14,0
9613,5,42,59,1
7847,38,11,82,1
152,16,33,54,1
223,4,71,97,1
1756,99,7,42,0
7026,24,97,44,1
6849,9,40,81,1
743,66,60,37,0
3315,57,60,82,1
7250,20,12,33,0
7306,68,61,45,0
334,46,23,100,1
953,63,8,7,0
5795,2,60,89,1
5615,22,78,32,0
2818,66,60,15,0
3918,76,19,55,0
9050,87,17,54,0
6992,21,97,87,1
2816,3,64,72,1
5877,2,62,59,1
5190,90,67,70,0
85,7,75,67,1
6109,43,49,74,1
1931,81,37,73,1
9477,30,82,49,1
4550,61,84,16,1
3223,40,80,30,0
8526,11,52,51,1
2613,53,97,32,1
3281,50,43,39,0
127,51,13,82,1
6813,19,85,9,1
9885,63,69,5,0
2667,16,40,12,1
1971,45,44,14,0
1950,38,31,53,0
6149,65,86,92,1
6603,80,45,34,0
4370,72,69,31,0
6670,62,95,66,1
483,59,99,18,1
4006,25,31,51,0
3359,33,100,35,1
8820,91,3,38,0
9605,19,16,62,1
7469,38,41,16,0
8105,73,78,4,0
2876,77,32,35,0
7388,88,45,56,0
88,84,93,38,1
6204,14,6,84,1
3956,94,7,90,1
3217,59,21,28,0
3879,89,74,38,0
9393,71,42,8,0
3501,10,84,92,1
9965,23,73,64,0
7864,19,81,43,1
2933,36,37,42,0
4647,86,67,6,0
4729,39,37,75,1
5543,2,2,30,1
7173,2,41,14,1
5268,44,43,6,0
575,74,39,90,1
8934,77,31,30,0
8294,52,61,16,0
3634,51,82,47,1
2236,66,48,82,1
7742,81,54,93,1
8416,68,100,74,1
6142,34,8,22,0
6409,57,94,14,1
5807,24,85,84,1
2436,60,77,50,0
9757,3,62,70,1
6348,65,70,79,1
1401,80,62,47,0
2184,8,73,97,1
2859,3,32,85,1
9613,76,88,69,1
9536,63,45,36,0
3087,85,92,14,1
7411,79,100,84,1
1105,30,78,73,1
444,48,94,98,1
2568,70,60,62,0
4859,12,40,90,1
7220,79,11,52,0
8638,39,22,27,0
3278,33,89,27,1
6480,48,42,94,1
6102,34,8,5,0
5926,41,88,48,1
7204,71,62,29,0
3786,16,23,17,1
1414,51,98,17,1
2446,93,27,82,1
6047,77,47,42,0
4246,33,76,50,0
3698,51,77,74,1
6570,16,70,100,1
9874,8,46,82,1
3542,68,82,71,1
2420,10,38,30,1
9930,25,95,10,1
1602,75,77,34,0
6054,64,96,83,1
6792,2,71,14,1
8917,12,11,92,1
7207,19,36,1,1
8424,97,38,16,0
9437,75,78,85,1
5184,21,36,74,1
6865,90,76,65,0
7900,48,82,40,1
5313,62,13,59,0
6932,84,5,73,1
470,82,90,70,1
4387,66,48,70,0
9700,41,80,58,0
545,47,83,33,1
8997,11,38,92,1
1951,80,6,71,1
8467,42,91,70,1
6939,8,41,64,1
2057,44,19,53,0
987,99,16,56,0
7496,59,51,80,1
7259,63,57,19,0
8214,25,84,99,1
6719,46,43,23,0
2466,18,11,90,1
5318,32,36,93,1
3805,35,1,6,0
7634,76,10,32,0
6767,97,83,15,1
8256,8,82,31,1
3497,27,32,86,1
3342,93,94,58,1
434,35,23,36,0
6802,99,94,56,1
9211,20,36,35,0
4507,33,15,8,0
9293,27,68,75,1
9251,6,61,70,1
7153,42,17,97,1
2711,10,25,28,1
2623,94,49,70,0
8138,81,36,92,1
4239,28,26,4,0
8312,5,72,42,1
4053,45,82,68,1
1646,85,84,20,1
3362,98,29,44,0
9862,50,67,21,0
7460,48,29,97,1
4139,25,73,74,1
9694,98,100,63,1
2467,23,59,100,1
8806,59,98,29,1
9464,59,71,25,0
7014,71,82,6,1
8959,41,83,99,1
9590,89,21,77,1
6106,15,73,22,1
2058,1,3,8,1
9702,43,32,61,0
7936,89,20,91,1
5224,100,25,79,1
3281,57,73,98,1
716,80,11,94,1
5422,2,2,17,1
9087,82,29,22,0
290,87,70,42,0
5336,81,23,12,0
7396,65,18,18,0
5004,49,92,85,1
9454,83,68,43,0
1002,48,66,93,1
5980,60,62,8,0
5515,66,2,24,0
7658,15,35,3,1
8641,10,56,20,1
640,74,3,73,1
6750,52,72,8,0
3993,38,26,97,1
8244,70,67,19,0
7706,85,53,25,0
657,51,76,46,0
1439,66,31,71,1
1420,78,99,36,1
7651,50,66,46,0
4010,81,43,39,0
2847,46,40,64,0
1112,82,26,34,0
8966,15,6,28,1
4049,93,94,60,1
2642,41,13,12,0
4070,91,18,44,0
6870,69,82,31,1
8032,44,74,85,1
9831,7,84,9,1
5074,14,92,36,1
385,43,14,55,0
4284,83,85,6,1
9313,61,33,72,1
522,83,82,77,1
4337,5,74,55,1
1079,22,41,72,1
5344,49,65,5,0
4320,64,36,87,1
2480,27,22,5,0
7814,46,80,27,0
8474,11,56,27,1
845,50,40,42,0
838,95,98,45,1
2534,35,33,41,0
6515,28,85,23,1
2831,30,63,87,1
7897,28,67,8,0
3553,87,9,10,0
300,16,79,99,1
777,66,45,46,0
2774,60,91,36,1
8155,83,85,11,1
5872,85,10,37,0
278,75,79,68,0
4127,90,100,19,1
6484,24,75,33,0
1734,9,51,17,1
1172,41,42,67,0
2883,79,96,100,1
133,29,73,54,0
5725,42,56,23,0
5573,44,83,42,1
4443,29,52,59,0
1991,18,35,87,1
4954,29,7,86,1
9396,52,99,23,1
8293,1,90,52,1
9227,26,61,28,0
4151,8,85,17,1
5130,6,82,46,1
5186,97,2,29,0
619,5,63,31,1
9786,50,59,43,0
7870,80,96,27,1
8940,71,33,63,0
5024,64,23,51,0
3302,47,13,34,0
1666,1,98,73,1
6407,79,29,96,1
3246,71,2,79,1
8867,63,68,1,0
403,35,2,33,0
1229,21,23,91,1
8435,65,34,60,0
2155,13,92,91,1
178,39,23,15,0
8910,11,95,76,1
5709,73,30,45,0
2364,100,55,11,0
1780,55,99,59,1
3265,74,96,48,1
9956,11,73,60,1
3047,58,19,57,0
3408,53,76,89,1
7350,21,42,16,0
8878,62,82,50,1
504,68,69,90,1
378,88,53,19,0
3907,86,30,68,0
3241,84,9,22,0
3649,95,57,67,0
1461,65,78,18,0
6020,36,97,60,1
4934,78,59,4,0
2852,50,31,31,0
1995,11,80,27,1
1628,23,77,94,1
958,22,75,32,0
8281,73,54,89,1
1277,94,36,95,1
2070,16,2,24,1
6810,5,24,15,1
2993,23,36,4,0
1838,40,7,57,0
1822,20,32,27,0
5597,37,98,7,1
9568,45,42,28,0
4046,31,2,40,0
6869,37,86,16,1
4503,89,66,61,0
7916,9,95,53,1
20,91,18,80,1
9549,12,60,17,1
296,27,27,6,0
1625,23,37,82,1
6494,5,32,10,1
4750,56,95,100,1
2825,63,9,36,0
8969,99,25,5,0
1468,20,10,33,0
5160,89,43,52,0
3873,89,27,12,0
9867,40,2,45,0
7900,73,77,75,1
3554,84,43,2,0
4834,7,33,4,1
1726,62,89,88,1
1087,70,8,13,0
4427,10,69,1,1
9242,64,99,37,1
3848,27,37,73,1
6090,36,85,96,1
368,27,99,8,1
9294,14,74,35,1
8859,33,16,36,0
4735,35,25,45,0
8096,63,7,46,0
8490,87,84,16,1
3214,13,35,69,1
5026,45,62,83,1
4929,31,34,89,1
141,25,8,55,0
536,35,80,56,0
8309,64,27,90,1
348,57,66,16,0
1812,6,37,96,1
7221,8,45,49,1
9742,65,87,47,1
7291,74,35,59,0
6925,89,20,40,0
1395,68,26,50,0
7288,97,17,91,1
5494,58,39,57,0
9782,20,35,64,0
7121,89,29,49,0
3551,78,73,76,1
4399,78,15,80,1
7890,82,78,72,1
1508,86,76,98,1
3000,62,41,20,0
134,82,1,48,0
969,74,18,27,0
6505,43,29,68,0
968,41,35,64,0
4670,32,80,83,1
3901,9,20,2,1
4165,67,78,30,0
7079,75,90,91,1
7088,45,33,23,0
4662,85,13,38,0
6636,98,72,77,1
2478,28,44,92,1
8067,91,47,18,0
3638,41,5,85,1
5917,65,66,91,1
564,94,87,24,1
478,32,20,18,0
5837,26,97,52,1
3895,72,37,85,1
1780,98,68,82,1
4395,10,100,33,1
6388,90,34,49,0
6265,5,33,33,1
1389,61,65,20,0
4474,70,76,20,0
4625,67,8,57,0
9662,14,4,86,1
7910,13,64,2,1
7636,48,16,53,0
6041,55,12,33,0
6522,52,3,55,0
8050,23,86,68,1
9923,100,95,30,1
73,13,87,39,1
7076,54,37,36,0
3310,85,35,100,1
2264,12,44,94,1
2371,3,2,36,1
7284,25,81,47,1
2280,98,44,94,1
7327,5,11,48,1
8114,74,81,7,1
9997,78,31,85,1
8466,46,8,25,0
3665,53,50,36,0
1379,23,48,92,1
965,27,4,47,0
4968,7,83,63,1
3737,45,60,96,1
7290,2,49,85,1
6320,34,55,32,0
3640,11,76,26,1
7099,15,98,55,1
6332,37,2,16,0
2465,47,56,4,0
4484,17,54,64,1
2706,93,90,11,1
5174,77,46,15,0
6174,25,31,44,0
5553,21,92,68,1
8520,31,31,48,0
6223,85,78,91,1
7769,82,68,7,0
2080,86,30,18,0
7502,66,97,56,1
4303,55,3,87,1
7944,95,62,45,0
1660,30,27,25,0
3340,80,23,39,0
2921,30,17,42,0
1051,39,56,48,0
9272,80,56,12,0
8099,29,84,76,1
586,42,31,8,0
8432,76,86,87,1
7468,4,45,12,1
1299,76,22,73,1
1076,83,44,99,1
5426,37,20,57,0
2217,91,83,2,1
7745,78,57,81,1
6500,38,52,46,0
8652,87,9,82,1
1968,19,91,19,1
9399,30,37,24,0
9216,34,48,68,0
4377,4,26,90,1
3081,58,86,88,1
9054,77,27,93,1
9945,65,37,99,1
6368,82,4,38,0
441,14,12,96,1
5083,85,83,17,1
5350,90,25,25,0
6754,81,28,62,0
9989,62,99,65,1
8219,55,25,13,0
4415,72,3,53,0
9038,86,84,64,1
9426,91,1,29,0
1203,8,86,48,1
3608,58,27,68,0
4332,18,89,18,1
8901,92,51,25,0
4681,44,6,11,0
5073,32,12,13,0
6814,69,78,77,1
4460,4,63,16,1
2547,17,25,24,1
9152,85,97,27,1
8773,29,51,91,1
2150,80,16,95,1
7833,40,36,56,0
3384,19,28,85,1
5699,19,75,86,1
6635,61,97,86,1
7462,68,61,37,0
9785,82,69,39,0
1588,23,92,80,1
7399,99,13,20,0
4662,51,70,20,0
5530,93,52,37,0
6598,13,44,45,1
9187,25,49,34,0
8947,75,14,16,0
6187,87,58,47,0
8214,21,82,27,1
4496,32,89,4,1
530,19,5,27,1
2914,39,91,44,1
2141,57,21,17,0
570,26,62,21,0
4280,98,79,25,0
6034,1,46,8,1
2440,94,37,92,1
9607,37,20,17,0
1211,6,92,3,1
7587,39,90,57,1
4369,30,68,95,1
997,80,16,18,0
8591,54,65,85,1
8867,95,68,60,0
6351,84,23,66,0
3298,73,74,17,0
486,43,1,11,0
9649,80,74,36,0
8245,39,69,4,0
4545,25,60,23,0
8720,10,4,18,1
1847,38,68,36,0
1369,26,85,56,1
3903,1,86,35,1
7068,60,97,62,1
7095,39,60,68,0
498,17,45,58,1
3227,67,88,57,1
5861,2,21,43,1
2623,36,49,8,0
8906,81,79,82,1
9448,25,94,4,1
2887,1,79,38,1
2511,55,38,71,1
6478,77,15,66,0
5750,12,71,3,1
2057,74,13,21,0
5040,97,1,72,1
8029,85,81,87,1
256,19,26,81,1
8427,83,73,45,0
1429,24,15,1,0
7352,88,33,7,0
5600,93,68,86,1
9352,22,42,65,0
1359,21,6,23,0
961,1,36,20,1
220,33,21,84,1
1953,41,59,63,0
9942,8,94,70,1
1634,31,14,13,0
5670,60,5,79,1
7658,31,46,52,0
6785,2,58,20,1
1955,23,10,57,0
148,38,27,9,0
3838,15,11,63,1
7456,78,77,81,1
2667,30,43,2,0
1458,94,48,51,0
9162,51,72,64,0
1137,25,2,30,0
2567,43,87,67,1
5882,36,47,10,0
5291,36,35,70,0
4137,5,4,22,1
4449,29,97,33,1
7275,51,1,1,0
1013,18,30,40,1
2433,41,38,57,0
5167,51,40,72,1
5523,69,86,76,1
6560,58,36,17,0
4124,8,21,48,1
2059,87,24,97,1
7348,14,94,12,1
547,35,79,81,1
8166,82,82,28,1
499,72,50,83,1
2628,33,15,70,0
5001,22,53,75,1
5257,37,97,70,1
9585,47,16,42,0
7226,96,16,62,0
3568,92,58,60,0
8164,61,50,100,1
4721,90,78,65,0
1250,9,30,8,1
3386,46,8,44,0
4145,84,86,99,1
4522,97,15,33,0
2975,11,54,65,1
7774,99,84,20,1
8969,12,15,73,1
1117,46,42,39,0
1417,52,47,54,0
7963,89,34,22,0
3057,92,16,29,0
784,96,27,23,0
8976,30,45,89,1
6061,49,8,8,0
9227,77,31,83,1
5296,8,45,76,1
6639,83,98,99,1
5293,89,94,100,1
4645,3,100,57,1
4066,63,76,100,1
860,50,59,31,0
3903,58,84,13,1
8398,65,81,48,1
8952,35,74,76,1
6476,36,80,44,0
1766,27,25,40,0
9773,83,29,77,1
3390,16,11,99,1
7942,68,56,86,1
8691,59,5,94,1
1267,53,52,62,0
696,11,47,42,1
7132,70,37,14,0
9582,16,49,26,1
3039,77,57,53,0
788,72,42,10,0
6550,44,5,7,0
4763,4,10,89,1
5482,71,41,56,0
7353,21,70,55,0
107,98,79,50,0
8989,10,48,29,1
6625,85,44,6,0
1932,40,51,95,1
5797,33,28,27,0
6325,34,51,1,0
5744,57,99,42,1
9178,64,99,100,1
8984,41,74,48,0
15,45,46,85,1
4699,75,81,13,1
1969,62,71,31,0
21,24,40,27,0
9145,29,31,87,1
7578,35,26,78,1
6339,35,100,53,1
1406,40,63,18,0
1849,26,66,53,0
5940,61,75,84,1
4375,80,23,66,0
1423,40,97,90,1
4217,100,6,50,0
9434,38,32,47,0
9416,17,80,62,1
8792,46,72,5,0
6581,48,10,34,0
5950,93,17,99,1
5410,43,69,54,0
4679,1,82,62,1
2938,66,29,98,1
9715,17,28,74,1
3883,13,69,92,1
9012,18,67,84,1
5879,72,19,69,0
407,75,99,27,1
801,71,10,50,0
502,64,22,76,1
499,54,21,6,0
8955,6,10,40,1
5261,16,95,63,1
5340,86,15,72,1
5993,21,48,60,0
6998,32,67,37,0
3288,2,1,67,1
8598,31,23,42,0
9583,67,27,20,0
2198,73,35,85,1
2034,81,98,58,1
4765,85,39,74,1
3446,88,67,24,0
896,47,16,38,0
1180,16,7,6,1
9790,81,3,54,0
8078,95,30,82,1
3890,85,15,50,0
3721,99,71,77,1
4542,28,29,60,0
7554,81,15,84,1
1162,62,25,95,1
6949,64,52,11,0
564,28,85,83,1
32,66,25,31,0
287,98,28,91,1
790,67,49,2,0
6451,3,46,48,1
147,2,94,6,1
6407,17,28,43,1
1436,8,3,48,1
201,99,19,54,0
2279,78,22,45,0
1930,83,58,29,0
9717,96,70,47,0
6583,1,62,86,1
6659,11,87,69,1
948,27,42,20,0
7713,21,61,36,0
2636,68,2,63,0
1582,58,73,7,0
7283,5,21,14,1
6227,59,49,69,0
2765,52,77,85,1
7025,64,87,26,1
3434,68,69,15,0
6046,37,42,17,0
2543,8,19,5,1
8620,52,62,73,1
3436,24,66,26,0
8836,88,7,86,1
8337,53,2,1,0
9869,94,59,68,0
2695,91,91,79,1
3637,81,11,19,0
7328,36,19,80,1
3443,66,79,73,1
1306,27,89,21,1
3474,16,37,78,1
8003,84,61,14,0
4621,58,63,29,0
4246,66,90,9,1
9500,4,35,37,1
7630,2,67,69,1
6793,13,94,3,1
6203,83,55,86,1
8346,62,29,36,0
7642,19,54,51,1
9135,24,33,82,1
6019,48,56,75,1
313,39,42,50,0
2355,26,87,75,1
1968,5,48,89,1
8006,62,27,7,0
6079,49,88,38,1
7450,94,22,22,0
1686,24,57,98,1
3574,39,11,45,0
4369,82,45,50,0
215,100,38,30,0
6611,90,3,57,0
5694,62,15,46,0
5603,48,7,67,0
9052,95,70,9,0
6359,46,66,22,0
9712,19,30,12,1
1649,84,21,35,0
9355,60,18,64,0
2128,36,57,94,1
7034,75,86,63,1
6643,13,35,13,1
8215,89,30,2,0
8139,47,15,95,1
1296,82,15,98,1
5267,83,10,82,1
667,71,91,89,1
2127,58,79,16,0
2351,23,47,86,1
2489,46,29,48,0
5672,26,55,73,1
2208,36,92,38,1
8578,67,2,23,0
5308,15,15,63,1
683,61,69,37,0
9048,22,2,71,1
4647,63,76,85,1
9398,79,26,70,0
3709,81,45,59,0
3291,96,43,32,0
5799,38,96,61,1
9383,98,41,43,0
1764,92,91,15,1
5290,62,57,6,0
9399,45,59,7,0
9770,87,50,53,0
1739,70,11,6,0
7093,59,66,14,0
8607,90,86,92,1
4497,51,35,38,0
4962,46,38,57,0
1579,48,69,88,1
1395,27,95,13,1
4991,16,20,60,1
9828,68,56,44,0
2713,88,11,94,1
911,55,94,56,1
3493,46,34,27,0
9576,32,50,11,0
6260,45,80,97,1
6408,15,72,39,1
9137,7,49,17,1
4843,6,58,100,1
3535,15,60,19,1
8833,18,92,78,1
6134,92,20,6,0
1442,28,80,68,0
4000,95,24,33,0
7065,70,61,21,0
3333,13,5,82,1
9800,84,81,25,1
8442,78,47,4,0
5344,33,10,74,1
4927,24,71,5,0
9706,100,22,38,0
2072,75,77,87,1
4675,87,82,32,1
5513,32,70,45,0
62,93,85,81,1
520,63,13,52,0
8278,8,49,89,1
4186,34,12,45,0
8092,90,48,53,0
7349,96,61,5,0
3889,63,40,7,0
2525,19,81,78,1
8272,22,62,36,0
7765,100,41,59,0
8537,96,16,17,0
1885,87,84,67,1
614,87,51,66,0
7487,17,6,59,1
5555,36,11,10,0
7650,31,39,1,0
1748,82,97,77,1
1747,50,81,93,1
309,42,58,91,1
5231,36,35,52,0
256,62,88,86,1
3912,39,9,4,0
5305,78,25,85,1
1688,48,90,65,1
7446,33,47,61,0
8343,37,35,72,1
8723,63,57,90,1
3639,77,96,50,1
8880,42,4,9,0
2454,56,20,40,0
4950,53,43,57,0
8720,59,52,71,1
576,32,60,79,1
8592,70,18,57,0
2818,8,82,57,1
293,12,25,27,1
2010,47,62,51,0
7349,8,55,41,1
5191,16,6,63,1
8246,74,2,71,1
2455,71,4,82,1
1347,18,100,12,1
8773,35,58,4,0
6509,16,90,85,1
8679,69,11,84,1
7046,96,94,13,1
5822,94,5,85,1
5550,75,63,6,0
943,54,74,66,0
2802,24,3,82,1
4654,98,7,84,1
8698,42,86,68,1
4892,4,55,72,1
7242,7,15,14,1
7712,89,79,17,0
5205,24,29,55,0
761,86,31,63,0
8125,93,74,3,0
8268,48,50,39,0
3126,4,79,76,1
2432,70,33,68,0
1339,6,79,83,1
6393,48,90,80,1
6208,100,2,49,0
3222,85,50,12,0
9508,45,34,42,0
9311,64,85,5,1
7338,11,100,5,1
8026,17,70,51,1
8351,12,9,26,1
9557,80,2,60,0
5872,37,62,93,1
5216,49,18,81,1
8426,98,36,90,1
3320,29,30,25,0
9758,4,89,82,1
7926,73,47,4,0
491,1,79,86,1
6210,45,71,54,0
2373,4,72,42,1
2454,85,42,45,0
399,48,23,61,0
252,100,9,19,0
9291,74,1,50,0
4504,62,57,17,0
6053,71,91,6,1
70,28,30,52,0
9987,34,30,86,1
1926,54,48,87,1
3291,25,58,41,0
2091,23,68,12,0
3042,25,61,91,1
4008,86,73,32,0
2241,45,67,79,1
5881,83,75,16,0
2597,89,74,5,0
9793,69,50,31,0
9098,64,90,39,1
1515,64,71,4,0
9604,20,2,86,1
6007,58,34,83,1
3394,58,12,42,0
9761,52,48,23,0
6494,94,31,94,1
7734,47,1,82,1
7667,99,60,76,1
9637,77,5,15,0
5957,74,73,89,1
1587,32,3,58,0
1858,81,22,56,0
5316,7,4,34,1
7048,2,71,58,1
907,70,48,95,1
7637,51,27,43,0
2984,62,4,23,0
8330,36,56,84,1
8110,95,14,41,0
7218,74,88,35,1
4319,96,60,27,0
1894,26,19,83,1
4741,70,92,84,1
1086,45,64,34,0
4060,84,12,30,0
2508,38,70,56,0
8575,87,34,38,0
1454,48,10,69,0
3614,42,69,89,1
8917,48,72,40,0
8211,10,100,50,1
279,60,26,38,0
3581,73,53,48,0
6972,56,82,57,1
7447,9,5,44,1
2655,87,98,87,1
7736,8,1,72,1
9993,42,17,81,1
559,8,15,89,1
670,32,18,55,0
6962,63,93,65,1
3794,35,94,82,1
7547,83,31,71,1
1567,35,55,93,1
4056,22,45,56,0
2327,97,70,85,1
8904,68,14,61,0
6696,47,93,83,1
7440,60,42,79,1
6029,14,30,44,1
3227,37,1,99,1
4985,4,82,22,1
5389,79,55,98,1
6299,60,37,5,0
297,7,40,24,1
1577,90,88,60,1
8382,38,20,95,1
3459,21,19,1,0
6065,32,67,24,0
896,42,29,65,0
1917,53,87,41,1
2056,2,50,69,1
9950,3,41,16,1
5061,31,30,78,1
9002,78,23,2,0
7922,83,10,5,0
1487,7,64,28,1
1083,22,99,37,1
4979,84,19,60,0
4210,33,61,53,0
5593,54,20,56,0
9425,14,30,79,1
497,92,70,57,0
4835,23,96,22,1
7853,77,47,44,0
768,19,30,39,1
6209,32,56,29,0
3026,48,89,22,1
9412,92,86,54,1
5474,96,20,14,0
3336,46,55,83,1
5662,19,37,11,1
5774,1,77,54,1
9706,36,65,4,0
3793,50,100,79,1
225,31,45,85,1
2574,6,35,70,1
1448,19,64,78,1
2525,18,80,20,1
7296,73,79,10,0
1388,42,80,10,0
2444,21,93,54,1
8053,59,72,51,0
538,59,99,90,1
9941,22,75,89,1
243,65,72,3,0
9615,35,4,29,0
4121,6,6,77,1
8495,14,67,40,1
777,65,33,90,1
8375,46,12,92,1
3878,23,91,3,1
8847,80,96,5,1
879,54,12,34,0
8215,83,95,81,1
1899,6,52,44,1
8445,58,79,57,0
1086,23,32,33,0
5347,20,14,51,0
3458,85,84,30,1
1073,44,40,6,0
79,35,66,46,0
1665,35,32,60,0
8177,28,50,10,0
8577,78,54,67,0
4195,87,15,61,0
2973,94,89,91,1
6787,98,64,72,1
2553,63,79,46,0
268,38,85,99,1
2463,70,78,2,0
6735,87,86,24,1
2548,98,8,70,0
3017,63,72,14,0
6457,34,76,61,0
4480,43,49,5,0
3424,39,100,39,1
9107,87,15,94,1
1129,87,68,2,0
2566,95,97,49,1
8063,99,79,46,0
2553,94,17,70,0
7434,36,35,71,1
3296,38,19,65,0
62,19,85,79,1
198,74,53,98,1
8733,53,91,91,1
5455,84,66,15,0
6590,61,87,45,1
9645,6,19,94,1
6992,33,27,46,0
8222,71,41,39,0
8424,14,57,86,1
3797,4,76,44,1
6873,9,77,86,1
2875,87,26,24,0
3020,77,6,53,0
5642,66,17,28,0
8745,49,94,75,1
1458,90,62,6,0
400,20,13,58,0
450,45,38,61,0
3875,33,91,13,1
7606,29,22,81,1
696,58,51,51,0
6357,58,78,96,1
2568,33,34,66,0
9163,74,63,6,0
294,30,87,45,1
2840,30,72,77,1
9155,46,64,54,0
5874,49,42,16,0
652,23,5,5,0
8839,97,20,89,1
2057,41,93,94,1
6441,9,3,15,1
354,92,15,11,0
3387,1,12,58,1
3216,45,100,97,1
3539,86,36,77,1
8352,11,63,91,1
9208,43,65,11,0
130,42,90,9,1
5969,88,8,32,0
2484,25,18,71,1
1291,10,74,67,1
9669,33,19,39,0
3811,85,53,38,0
8265,71,18,93,1
7760,39,58,26,0
729,36,100,62,1
4038,35,69,22,0
5451,20,60,94,1
2076,26,32,60,0
6500,78,50,20,0
9350,87,71,62,0
9278,62,21,52,0
2730,48,46,1,0
4652,85,30,62,0
5477,40,88,29,1
539,84,62,97,1
4510,44,84,80,1
2439,58,23,52,0
4556,24,10,85,1
6347,49,88,58,1
6496,37,8,58,0
2476,35,68,21,0
4793,28,38,13,0
3212,11,40,9,1
8037,70,3,36,0
3466,100,66,58,0
2286,31,40,62,0
6630,33,98,80,1
1542,66,72,11,0
7773,76,4,5,0
8323,37,40,13,0
4493,68,90,85,1
421,1,78,15,1
4157,65,38,70,0
3173,31,40,92,1
6572,77,60,33,0
2754,49,89,86,1
7458,66,60,84,1
3447,86,76,75,1
1573,47,1,77,1
37,74,23,24,0
495,34,46,5,0
1223,19,68,51,1
2349,24,92,70,1
1694,94,72,100,1
4232,33,74,46,0
8838,49,34,22,0
1867,59,63,94,1
6462,43,15,83,1
8693,98,28,82,1
7414,54,95,39,1
1355,24,53,40,0
4025,45,3,33,0
879,30,70,83,1
9000,95,13,38,0
6623,82,34,47,0
8019,100,19,22,0
7491,4,54,65,1
8922,23,8,60,0
4931,29,26,84,1
7095,90,50,97,1
3576,48,97,86,1
6928,57,19,71,1
6691,90,46,52,0
9236,24,21,18,0
403,27,71,31,0
5822,34,68,42,0
593,55,91,16,1
6094,56,90,86,1
4117,100,26,99,1
7323,48,53,71,1
3868,97,66,27,0
3966,13,84,23,1
3330,68,30,85,1
7587,84,70,89,1
7214,23,36,82,1
3356,100,52,84,1
7891,86,49,57,0
6362,11,32,21,1
7032,56,99,47,1
2056,16,51,77,1
3266,56,77,36,0
2491,69,24,10,0
6228,52,73,73,1
7880,34,63,66,0
3439,88,19,14,0
6613,97,94,45,1
7727,33,37,81,1
1338,47,28,47,0
4281,13,82,15,1
9921,57,100,98,1
4710,39,25,57,0
1426,10,29,52,1
7487,21,53,12,0
5750,91,57,71,1
4746,91,8,45,0
8293,37,93,42,1
836,91,62,6,0
2368,38,13,71,1
6976,92,86,20,1
5404,36,11,46,0
4117,55,64,33,0
324,23,81,75,1
3674,26,72,3,0
271,31,31,51,0
8186,75,55,26,0
8317,93,25,25,0
6559,74,2,28,0
5383,82,62,53,0
4689,72,33,21,0
4380,49,56,94,1
2010,63,83,50,1
1960,88,35,93,1
9669,24,51,75,1
6456,50,63,30,0
9778,31,40,91,1
9395,96,7,79,1
9669,100,45,81,1
3497,10,81,62,1
3748,34,76,35,0
4045,55,95,75,1
4005,8,37,51,1
1117,83,78,58,0
7724,91,83,13,1
9156,12,41,96,1
3199,18,81,30,1
4629,34,17,34,0
5636,74,41,43,0
1483,10,49,79,1
751,43,11,100,1
8232,50,54,14,0
9931,79,81,62,1
2627,10,82,19,1
6539,8,90,35,1
3617,54,42,10,0
6800,10,58,69,1
6917,48,3,39,0
9940,39,17,8,0
5776,16,73,42,1
7394,28,25,19,0
4477,11,50,22,1
8839,29,30,55,0
2155,41,63,54,0
